product_id,site,title,author,handle,variant_id,condition,source,country,format,used_price,new_price,ref_source,pct_off,quality,isbn13,isbn10,barcode,upc,sku,stock,publisher,list_price_us,rrp,url
9779767771409,wob,Ina May's Guide to Childbirth,Ina May Gaskin,ina-may-s-guide-to-childbirth-book-ina-may-gaskin-9780553381153,49503632458001,GOOD,SBYB,US,,4.58,21.0,store_new,0.7819,False,9780553381153,0553381156,9780553381153,,CIN0553381156G,1472,Bantam Doubleday Dell Publishing Group Inc,21,13.99,https://www.worldofbooks.com/products/ina-may-s-guide-to-childbirth-book-ina-may-gaskin-9780553381153?variant=49503632458001
10011289780497,wob,Business Forecasting,John E Hanke,business-forecasting-book-john-e-hanke-9780130878106,53043285557521,WELL_READ,SBYB,US,,9.38,42.99,list_price,0.7818,False,9780130878106,0130878103,9780130878106,,CIN0130878103A,1,Pearson Education (US),,42.99,https://www.worldofbooks.com/products/business-forecasting-book-john-e-hanke-9780130878106?variant=53043285557521
9802777002257,wob,Practical Financial Modelling,Jonathan Swan,practical-financial-modelling-book-jonathan-swan-9780750663564,49552438919441,VERY_GOOD,INTERNAL,GB,,10.69,48.95,list_price,0.7816,False,9780750663564,0750663561,9780750663564,,GOR001508996,1,CIMA Publishing,48.95,29.99,https://www.worldofbooks.com/products/practical-financial-modelling-book-jonathan-swan-9780750663564?variant=49552438919441
9820001173777,wob,Data Analysis Using Regression and Multilevel/Hierarchical Models,Andrew Gelman,data-analysis-using-regression-and-multilevel-hierarchical-models-book-andrew-gelman-9780521686891,49590529556753,VERY_GOOD,SBYB,US,,16.39,75.0,store_new,0.7815,False,9780521686891,052168689X,9780521686891,,CIN052168689XVG,261,Cambridge University Press,66.99,54.0,https://www.worldofbooks.com/products/data-analysis-using-regression-and-multilevel-hierarchical-models-book-andrew-gelman-9780521686891?variant=49590529556753
9791810568465,wob,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,ultimate-hitchhiker-s-guide-to-the-galaxy-book-douglas-adams-9780345453747,49616978772241,GOOD,SBYB,US,,5.68,26.0,store_new,0.7815,False,9780345453747,0345453743,9780345453747,,CIN0345453743G,160,Random House USA Inc,26,,https://www.worldofbooks.com/products/ultimate-hitchhiker-s-guide-to-the-galaxy-book-douglas-adams-9780345453747?variant=49616978772241
9786702004497,wob,10 Principles for Studying Your Bible,Charles F Stanley,10-principles-for-studying-your-bible-book-charles-f-stanley-9781400200979,50278305890577,VERY_GOOD,SBYB,US,,4.15,18.99,store_new,0.7815,False,9781400200979,1400200970,9781400200979,,CIN1400200970VG,165,Thomas Nelson Publishers,18.99,13.99,https://www.worldofbooks.com/products/10-principles-for-studying-your-bible-book-charles-f-stanley-9781400200979?variant=50278305890577
9831417643281,wob,Museum Making,Suzanne Macleod,museum-making-book-suzanne-macleod-9780415676038,50482049253649,VERY_GOOD,INTERNAL,GB,,13.99,63.99,list_price,0.7814,False,9780415676038,0415676037,9780415676038,,GOR007049243,1,Routledge,63.99,52.99,https://www.worldofbooks.com/products/museum-making-book-suzanne-macleod-9780415676038?variant=50482049253649
9839772664081,wob,The Story Bible Study Guide,Randy Frazee,story-bible-study-guide-book-randy-frazee-9780310084433,49881351749905,VERY_GOOD,SBYB,US,,3.28,14.99,store_new,0.7812,False,9780310084433,0310084431,9780310084433,,CIN0310084431VG,676,HarperChristian Resources,14.99,10.99,https://www.worldofbooks.com/products/story-bible-study-guide-book-randy-frazee-9780310084433?variant=49881351749905
9818970259729,wob,Network Participant's Guide,Bruce L Bugbee,network-participant-s-guide-book-bruce-l-bugbee-9780310257950,50176212074769,VERY_GOOD,SBYB,US,,3.28,14.99,store_new,0.7812,False,9780310257950,0310257956,9780310257950,,CIN0310257956VG,315,HarperChristian Resources,14.99,10.99,https://www.worldofbooks.com/products/network-participant-s-guide-book-bruce-l-bugbee-9780310257950?variant=50176212074769
9845196521745,wob,Architecture's Odd Couple,Hugh Howard,architecture-s-odd-couple-book-hugh-howard-9781620403754,49863552958737,GOOD,SBYB,US,,4.38,20.0,list_price,0.781,False,9781620403754,1620403757,9781620403754,,CIN1620403757G,3,Bloomsbury Publishing Plc,,20.0,https://www.worldofbooks.com/products/architecture-s-odd-couple-book-hugh-howard-9781620403754?variant=49863552958737
9824259932433,wob,Networks and Netwars,John Arquilla,networks-and-netwars-book-john-arquilla-9780833030306,53117512712465,GOOD,SBYB,US,,5.48,25.0,list_price,0.7808,False,9780833030306,0833030302,9780833030306,,CIN0833030302G,1,RAND,25,17.99,https://www.worldofbooks.com/products/networks-and-netwars-book-john-arquilla-9780833030306?variant=53117512712465
10012861595921,wob,Data Science and Machine Learning,Alice Yc Te,data-science-and-machine-learning-book-alice-yc-te-9781138492530,53160613085457,VERY_GOOD,SBYB,US,,28.97,132.09,,0.7807,False,9781138492530,,9781138492530,,,,Taylor & Francis Ltd,120,91.99,https://www.worldofbooks.com/products/data-science-and-machine-learning-book-alice-yc-te-9781138492530?variant=53160613085457
281153,tb,Twenty Thousand Leagues under the Sea,Jules Verne ; Julio Verne ; Jules Vernes ; Giulio Verne,twenty-thousand-leagues-under-the-sea_jules-verne/281153,,VERY_GOOD,,,Mass Market Paperback,5.69,25.95,store_new,0.7807,False,9781025395333,1025395336,9781025395333,,,204,,25.95,,https://www.thriftbooks.com/w/twenty-thousand-leagues-under-the-sea_jules-verne/281153/
612867,tb,Building Neural Networks (ACM Press),David M. Skapura,building-neural-networks-acm-press_david-m-skapura/612867,,VERY_GOOD,,,Paperback,9.89,44.99,list_price,0.7802,False,9780201539219,0201539217,9780201539219,,,2,,44.99,,https://www.thriftbooks.com/w/building-neural-networks-acm-press_david-m-skapura/612867/
9848965988625,wob,The MeatEater Guide to Wilderness Skills and Survival,Steven Rinella,meateater-guide-to-wilderness-skills-and-survival-book-steven-rinella-9780593129692,49724067447057,GOOD,SBYB,US,,5.44,24.69,store_new,0.7797,False,9780593129692,0593129695,9780593129692,,CIN0593129695G,46,Random House USA Inc,25,21.0,https://www.worldofbooks.com/products/meateater-guide-to-wilderness-skills-and-survival-book-steven-rinella-9780593129692?variant=49724067447057
9784729075985,wob,Models of the Church,Avery Dulles,models-of-the-church-book-avery-dulles-9780385133685,49710536327441,GOOD,SBYB,US,,4.63,21.0,store_new,0.7795,False,9780385133685,0385133685,9780385133685,,CIN0385133685G,619,Random House USA Inc,21,15.99,https://www.worldofbooks.com/products/models-of-the-church-book-avery-dulles-9780385133685?variant=49710536327441
9869469876497,wob,Commonly Used Conventions in the 21st Century,Audrey Grant,commonly-used-conventions-in-the-21st-century-book-audrey-grant-9780939460960,49725521035537,GOOD,SBYB,US,,5.28,23.95,list_price,0.7795,False,9780939460960,0939460963,9780939460960,,CIN0939460963G,5,"Devyn Press Inc.,U.S.",23.95,,https://www.worldofbooks.com/products/commonly-used-conventions-in-the-21st-century-book-audrey-grant-9780939460960?variant=49725521035537
